"","plot_ID","loc_name","state","date","CCS_nr","t_ID","SP_dec_type","SP_group","DW_type","L_dm","D_cm","dec_type","dom_SP","tpS_SP_com_name","tpS_ID","LH_NH","N_SP_group","H_SP_group","L_m","D_m","D_h_cm","D_h_m","dec_type_BWI","SP_group_char","SP_dw_tps","S_L_DW_type","tapeS_wood","tapeS_bark","dw_tapes_b_ratio","V_dw_meth","V_dw_m3","B_dw_kg","C_dw_kg","iB_class","dw_tapes_swB_kg","dw_tapes_swbB_kg","dw_tapes_stwB_kg","dw_tapes_stwbB_kg","dw_tapes_fwB_kg","dw_tapes_fB_kg","dw_tapes_ag_kg","dw_swB_kg","dw_swbB_kg","dw_stwB_kg","dw_stwbB_kg","dw_fwB_kg","dw_ag_kg","N_dw_fw_kg","N_dw_sw_kg","N_dw_swb_kg","N_dw_stw_kg","N_dw_stwb_kg","ag_N_dw_kg"
"1",32020,"Postluch/Britz","BB","15.02.2022","MB",1,"1_3",1,1,120,15,4,"SER","Alnus spp.",28,"LB","ERL","bu",12,0.15,NA,NA,3,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.212057504117311,44.5320758646353,22.2660379323177,"0.5",0,0,0,0,0,0,44.5320758646353,44.5320758646353,0,0,0,0,44.5320758646353,0,0.110216887764972,0,0,0,0.110216887764972
"2",32020,"Postluch/Britz","BB","15.02.2022","MB",2,"1_3",1,1,169,19,4,"SER","Alnus spp.",28,"LB","ERL","bu",16.9,0.19,NA,NA,3,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.479163565507149,100.624348756501,50.3121743782507,"0.5",0,0,0,0,0,0,100.624348756501,100.624348756501,0,0,0,0,100.624348756501,0,0.249045263172341,0,0,0,0.249045263172341
"3",32020,"Postluch/Britz","BB","15.02.2022","MB",3,"1_2",1,1,20,15,3,"SER","Alnus spp.",28,"LB","ERL","bu",2,0.15,NA,NA,2,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.0353429173528852,13.0768794205675,6.53843971028376,"0.05",0,0,0,0,0,0,13.0768794205675,13.0768794205675,0,0,0,0,13.0768794205675,0,0.0323652765659046,0,0,0,0.0323652765659046
"4",32020,"Postluch/Britz","BB","15.02.2022","MB",4,"1_2",1,1,10,11,3,"SER","Alnus spp.",28,"LB","ERL","bu",1,0.11,NA,NA,2,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.00950331777710912,3.51622757753038,1.75811378876519,"0.05",0,0,0,0,0,0,3.51622757753038,3.51622757753038,0,0,0,0,3.51622757753038,0,0.00870266325438768,0,0,0,0.00870266325438768
"5",32020,"Postluch/Britz","BB","15.02.2022","MB",5,"1_3",1,1,55,25,4,"SER","Alnus spp.",28,"LB","ERL","bu",5.5,0.25,NA,NA,3,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.269980618667873,56.6959299202533,28.3479649601266,"0.5",0,0,0,0,0,0,56.6959299202533,56.6959299202533,0,0,0,0,56.6959299202533,0,0.140322426552627,0,0,0,0.140322426552627
"6",32020,"Postluch/Britz","BB","15.02.2022","MB",6,"1_3",1,1,74,12,4,"SER","Alnus spp.",28,"LB","ERL","bu",7.4,0.12,NA,NA,3,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.0836920282916321,17.5753259412427,8.78766297062137,"0.1",0,0,0,0,0,0,17.5753259412427,17.5753259412427,0,0,0,0,17.5753259412427,0,0.0434989317045758,0,0,0,0.0434989317045758
"7",32020,"Postluch/Britz","BB","15.02.2022","MB",7,"1_4",1,4,2,40,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.2,0.4,20,0.2,4,"FI",1,"S",NA,NA,NA,"V_DW_T1463",0.0251327412287183,6.53451271946677,3.26725635973339,"0.05",0,0,0,0,0,0,6.53451271946677,6.53451271946677,0,0,0,0,6.53451271946677,0,0.0161729189806803,0,0,0,0.0161729189806803
"8",32020,"Postluch/Britz","BB","15.02.2022","MB",8,"1_4",1,1,1,25,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.1,0.25,NA,NA,4,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.00490873852123405,1.27627201552085,0.638136007760427,"0.05",0,0,0,0,0,0,1.27627201552085,1.27627201552085,0,0,0,0,1.27627201552085,0,0.00315877323841411,0,0,0,0.00315877323841411
"9",32020,"Postluch/Britz","BB","15.02.2022","MB",9,"1_3",1,1,7,14,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.14,NA,NA,3,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.010775662801813,2.26288918838073,1.13144459419036,"0.05",0,0,0,0,0,0,2.26288918838073,2.26288918838073,0,0,0,0,2.26288918838073,0,0.0056006507412423,0,0,0,0.0056006507412423
"10",32020,"Postluch/Britz","BB","15.02.2022","MB",10,"1_4",1,1,64,16,5,"SER","Alnus spp.",28,"LB","ERL","bu",6.4,0.16,NA,NA,4,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.128679635091038,33.4567051236699,16.7283525618349,"0.2",0,0,0,0,0,0,33.4567051236699,33.4567051236699,0,0,0,0,33.4567051236699,0,0.0828053451810829,0,0,0,0.0828053451810829
"11",32020,"Postluch/Britz","BB","15.02.2022","MB",11,"1_4",1,4,3,16,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.3,0.16,30,0.3,4,"FI",1,"S",NA,NA,NA,"V_DW_T1463",0.0060318578948924,1.56828305267202,0.784141526336012,"0.05",0,0,0,0,0,0,1.56828305267202,1.56828305267202,0,0,0,0,1.56828305267202,0,0.00388150055536326,0,0,0,0.00388150055536326
"12",32020,"Postluch/Britz","BB","15.02.2022","MB",12,"1_3",1,1,69,14,4,"SER","Alnus spp.",28,"LB","ERL","bu",6.9,0.14,NA,NA,3,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.106217247617871,22.3056219997529,11.1528109998764,"0.2",0,0,0,0,0,0,22.3056219997529,22.3056219997529,0,0,0,0,22.3056219997529,0,0.0552064144493884,0,0,0,0.0552064144493884
"13",32020,"Postluch/Britz","BB","15.02.2022","MB",13,"1_1",1,1,96,17,2,"SER","Alnus spp.",28,"LB","ERL","bu",9.6,0.17,NA,NA,1,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.217900866452988,126.382502542733,63.1912512713665,"0.5",0,0,0,0,0,0,126.382502542733,126.382502542733,0,0,0,0,126.382502542733,0,0.312796693793264,0,0,0,0.312796693793264
"14",32020,"Postluch/Britz","BB","15.02.2022","MB",14,"1_3",1,4,3,12,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.3,0.12,30,0.3,3,"FI",1,"S",NA,NA,NA,"V_DW_T1463",0.00339292006587698,0.712513213834165,0.356256606917082,"0.05",0,0,0,0,0,0,0.712513213834165,0.712513213834165,0,0,0,0,0.712513213834165,0,0.00176347020423956,0,0,0,0.00176347020423956
"15",32020,"Postluch/Britz","BB","15.02.2022","MB",15,"1_4",1,4,8,17,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.8,0.17,80,0.8,4,"FI",1,"S",NA,NA,NA,"V_DW_T1463",0.018158405537749,4.72118543981474,2.36059271990737,"0.05",0,0,0,0,0,0,4.72118543981474,4.72118543981474,0,0,0,0,4.72118543981474,0,0.0116849339635415,0,0,0,0.0116849339635415
"16",32020,"Postluch/Britz","BB","15.02.2022","MB",16,"1_2",1,4,3,32,3,"SER","Alnus spp.",28,"LB","ERL","bu",0.3,0.32,30,0.3,2,"FI",1,"S",6.58485435604601,0.587868854393398,0.0819589488045202,"V_DW_T1463",0.0241274315795696,8.92714968444075,4.46357484222038,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,8.92714968444075,8.92714968444075,0,8.39585304623017,0.531296638210581,0,8.92714968444075,0,0.0220946954689909,0,0.0925894673938264,0.00585913932618628,0.120543302189004
"17",32020,"Postluch/Britz","BB","15.02.2022","MB",17,"1_3",1,4,3,23,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.3,0.23,30,0.3,3,"FI",1,"S",NA,NA,NA,"V_DW_T1463",0.0124642688531175,2.61749645915468,1.30874822957734,"0.05",0,0,0,0,0,0,2.61749645915468,2.61749645915468,0,0,0,0,2.61749645915468,0,0.00647830373640782,0,0,0,0.00647830373640782
"18",32020,"Postluch/Britz","BB","15.02.2022","MB",18,"1_1",1,1,50,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",5,0.13,NA,NA,1,"FI",1,"L",NA,NA,NA,"V_DW_T1463",0.0663661448070844,38.4923639881089,19.2461819940545,"0.1",0,0,0,0,0,0,38.4923639881089,38.4923639881089,0,0,0,0,38.4923639881089,0,0.0952686008705696,0,0,0,0.0952686008705696
"19",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",1,"2_3",2,4,2,30,4,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.3,20,0.2,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0141371669411541,1.99334053870272,0.996670269351362,"0.05",0,0,0,0,0,0,1.99334053870272,1.99334053870272,0,0,0,0,1.99334053870272,0,0.00161859251742661,0,0,0,0.00161859251742661
"20",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",2,"2_4",2,4,3,19,5,"GFI","Picea abies",1,"NB","FI","fi",0.3,0.19,30,0.3,4,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.00850586210959436,1.04622103948011,0.523110519740053,"0.05",0,0,0,0,0,0,1.04622103948011,1.04622103948011,0,0,0,0,1.04622103948011,0,0.000849531484057847,0,0,0,0.000849531484057847
"21",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",3,"2_1",2,4,2.2,31,1,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.31,22,0.22,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0166048879705489,6.17701832504417,3.08850916252209,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,6.17701832504417,6.17701832504417,0,5.80939493053774,0.36762339450643,0,6.17701832504417,0,0.00501573887993587,0,0.0281174714638027,0.00177929722941112,0.0349125075731497
"22",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",4,"2_3",2,4,2.3,27,4,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.27,23,0.23,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.013168771005685,1.85679671180159,0.928398355900794,"0.05",0,0,0,0,0,0,1.85679671180159,1.85679671180159,0,0,0,0,1.85679671180159,0,0.00150771892998289,0,0,0,0.00150771892998289
"23",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",5,"2_3",2,4,2.5,27,4,"GFI","Picea abies",1,"NB","FI","fi",0.25,0.27,25,0.25,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0143138815279185,2.01825729543651,1.00912864771825,"0.05",0,0,0,0,0,0,2.01825729543651,2.01825729543651,0,0,0,0,2.01825729543651,0,0.00163882492389444,0,0,0,0.00163882492389444
"24",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",6,"2_2",2,4,2,26,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.26,20,0.2,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.0106185831691335,3.27052361609312,1.63526180804656,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,3.27052361609312,3.27052361609312,0,3.06640809350717,0.204115522585952,0,3.27052361609312,0,0.00265566517626761,0,0.0148414151725747,0.000987919129316006,0.0184849994781583
"25",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",7,"2_3",2,4,2.5,24,4,"GFI","Picea abies",1,"NB","FI","fi",0.25,0.24,25,0.25,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0113097335529233,1.59467243096218,0.797336215481089,"0.05",0,0,0,0,0,0,1.59467243096218,1.59467243096218,0,0,0,0,1.59467243096218,0,0.00129487401394129,0,0,0,0.00129487401394129
"26",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",8,"2_3",2,4,3.4,26,4,"GFI","Picea abies",1,"NB","FI","fi",0.34,0.26,34,0.34,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.018051591387527,2.5452743856413,1.27263719282065,"0.05",0,0,0,0,0,0,2.5452743856413,2.5452743856413,0,0,0,0,2.5452743856413,0,0.00206676280114074,0,0,0,0.00206676280114074
"27",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",9,"2_2",2,4,2.8,12,3,"GFI","Picea abies",1,"NB","FI","fi",0.28,0.12,28,0.28,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.00316672539481851,0.975351421604101,0.487675710802051,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,0.975351421604101,0.975351421604101,0,0.91447910007551,0.0608723215285915,0,0.975351421604101,0,0.00079198535434253,0,0.00442607884436547,0.000294622036198383,0.00551268623490638
"28",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",10,"2_4",2,4,3.3,47,5,"GFI","Picea abies",1,"NB","FI","fi",0.33,0.47,33,0.33,4,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0572531699171838,7.0421398998136,3.5210699499068,"0.1",0,0,0,0,0,0,7.0421398998136,7.0421398998136,0,0,0,0,7.0421398998136,0,0.00571821759864865,0,0,0,0.00571821759864865
"29",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",11,"2_1",2,4,2,24,1,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.24,20,0.2,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0090477868423386,3.36577670534996,1.68288835267498,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,3.36577670534996,3.36577670534996,0,3.16546351337597,0.200313191973989,0,3.36577670534996,0,0.00273301068474417,0,0.0153208434047397,0.000969515849154107,0.019023369938638
"30",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",12,"2_1",2,4,2,14,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.14,20,0.2,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.003078760800518,1.1452990177927,0.572649508896348,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,1.1452990177927,1.1452990177927,0,1.07713688996821,0.0681621278244824,0,1.1452990177927,0,0.000929982802447669,0,0.00521334254744615,0.000329904698670495,0.00647323004856431
"31",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",13,"2_1",2,4,3,32,2,"GFI","Picea abies",1,"NB","FI","fi",0.3,0.32,30,0.3,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0241274315795696,8.9754045475999,4.48770227379995,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,8.9754045475999,8.9754045475999,0,8.44123603566926,0.534168511930638,0,8.9754045475999,0,0.00728802849265112,0,0.0408555824126392,0.00258537559774429,0.0507289865030346
"32",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",14,"2_3",2,4,3,40,4,"GFI","Picea abies",1,"NB","FI","fi",0.3,0.4,30,0.3,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0376991118430775,5.31557476987393,2.65778738493696,"0.05",0,0,0,0,0,0,5.31557476987393,5.31557476987393,0,0,0,0,5.31557476987393,0,0.00431624671313763,0,0,0,0.00431624671313763
"33",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",15,"2_3",2,4,2.4,30,4,"GFI","Picea abies",1,"NB","FI","fi",0.24,0.3,24,0.24,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0169646003293849,2.39200864644327,1.19600432322163,"0.05",0,0,0,0,0,0,2.39200864644327,2.39200864644327,0,0,0,0,2.39200864644327,0,0.00194231102091193,0,0,0,0.00194231102091193
"34",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",16,"2_2",2,4,2.4,32.5,3,"GFI","Picea abies",1,"NB","FI","fi",0.24,0.325,24,0.24,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.0199098434421253,6.1322317801746,3.0661158900873,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,6.1322317801746,6.1322317801746,0,5.74951517532594,0.382716604848659,0,6.1322317801746,0,0.00497937220550177,0,0.0278276534485775,0.00185234836746751,0.0346593740215468
"35",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",17,"2_1",2,4,2.7,30,2,"GFI","Picea abies",1,"NB","FI","fi",0.27,0.3,27,0.27,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.019085175370558,7.09968523784757,3.54984261892379,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,7.09968523784757,7.09968523784757,0,6.65658922857608,0.44309600927149,0,7.09968523784757,0,0.00576494441313223,0,0.0322178918663082,0.00214458468487401,0.0401274209643145
"36",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",18,"2_3",2,4,2.2,51,4,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.51,22,0.22,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0449420537059288,6.33682957253596,3.16841478626798,"0.05",0,0,0,0,0,0,6.33682957253596,6.33682957253596,0,0,0,0,6.33682957253596,0,0.0051455056128992,0,0,0,0.0051455056128992
